Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Publisher,Volume,Issue,Pages,Issue date,Publication year,Language,ISSN,E-ISSN,DOI,Article number,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Database,Copyright,Data Provider
"Stable and Controllable Synthesis of Silver Nanowires for Transparent Conducting Film","20171303502719","Liu, Bitao (1, 3); Yan, Hengqing (1); Chen, Shanyong (1); Guan, Youwei (1); Wu, Guoguo (2); Jin, Rong (1); Li, Lu (1) ","(1) Research Institute for New Materials Technology, Chongqing University of Arts and Sciences, Yongchuan, Chongqing; 402160, China (2) School of Mechatronics Engineering, Chongqing University of Arts and Sciences, Yongchuan, Chongqing; 402160, China (3) Chongqing Co-Innovation Center for Micro/Nano Optoelectronic Materials and Devices, Chongqing University of Arts and Sciences, Yongchuan, Chongqing; 402160, China ","Liu, Bitao(liubitao007@163.com) ","Nanoscale Research Letters","Nanoscale Res. Lett.","Springer New York LLC","12","1","","December 1, 2017","2017","English","19317573","1556276X","10.1186/s11671-017-1963-6","212","","Journal article (JA)","Silver nanowires without particles are synthesized by a solvothermal method at temperature 150 °C. Silver nanowires are prepared via a reducing agent of glycerol and a capping agent of polyvinylpyrrolidone (Mw≈ 1,300,000). Both of them can improve the purity of the as-prepared silver nanowires. With controllable shapes and sizes, silver nanowires are grown continuously up to 10–20 μm in length with 40–50 nm in diameter. To improve the yield of silver nanowires, the different concentrations of AgNO3synthesis silver nanowires are discussed. The characterizations of the synthesized silver nanowires are analyzed by UV-visible absorption spectroscopy, X-ray diffraction (XRD), scanning electron microscopy (SEM), and atomic force microscope (AFM), and silver nanowires are pumped on the cellulose membrane and heated stress on the PET. Then, the cellulose membrane is dissolved by the steam of acetone to prepare flexible transparent conducting thin film, which is detected 89.9 of transmittance and 58 Ω/. Additionally, there is a close loop connected by the thin film, a blue LED, a pair of batteries, and a number of wires, to determinate directly the film if conductive or not. © 2017, The Author(s).","17","Silver","Absorption spectroscopy - Acetone - Atomic force microscopy - Cellulose - Electric resistance measurement - Film preparation - Nanowires - Scanning electron microscopy - Thin films - X ray diffraction","Cellulose membranes - Conductive - Controllable synthesis - Poly vinyl pyrrolidone - Silver nanowires - Solvothermal method - Transmittance - Transparent conducting films","547.1 Precious MetalsPrecious Metals - 741.3 Optical Devices and SystemsOptical Devices and Systems - 761 NanotechnologyNanotechnology - 804.1 Organic CompoundsOrganic Compounds - 811.3 Cellulose, Lignin and DerivativesCellulose, Lignin and Derivatives - 933 Solid State PhysicsSolid State Physics - 942.2 Electric Variables MeasurementsElectric Variables Measurements","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"The Influence of Hafnium Doping on Density of States in Zinc Oxide Thin-Film Transistors Deposited via Atomic Layer Deposition","20170503299218","Ding, Xingwei (1, 2); Qin, Cunping (2); Song, Jiantao (1); Zhang, Jianhua (1, 2); Jiang, Xueyin (3); Zhang, Zhilin (1, 3) ","(1) Key Laboratory of Advanced Display and System Application, Ministry of Education, Shanghai University, 149 Yanchang Road, Jingan District, Shanghai; 200070, China (2) School of Mechatronics and Automation, Shanghai University, Shanghai; 200072, China (3) Department of Materials Science, Shanghai University, Shanghai; 200072, China ","Zhang, Jianhua(dxw1026@126.com) ","Nanoscale Research Letters","Nanoscale Res. Lett.","Springer New York LLC","12","1","","December 1, 2017","2017","English","19317573","1556276X","10.1186/s11671-017-1852-z","63","","Journal article (JA)","Thin-film transistors (TFTs) with atomic layer deposition (ALD) HfZnO (HZO) as channel layer and Al2O3as gate insulator were successfully fabricated. Compared with ZnO-TFT, the stability of HZO-TFT was obviously improved as Hf doping can suppress the generation of oxygen related defects. The transfer characteristics of TFTs at different temperatures were also investigated, and temperature stability enhancement was observed for the TFT with Hf doping. The density of states (DOS) was calculated based on the experimentally obtained Ea, which can explain the experimental observation. A high-field effect mobility of 9.4 cm2/Vs, a suitable turn-on voltage of 0.26 V, a high on/off ratio of over 107and a steep sub-threshold swing of 0.3 V/decade were obtained in HZO-TFT. The results showed that temperature stability enhancement in HfZnO thin-film transistors are attributed to the smaller DOS. © 2017, The Author(s).","36","Thin film transistors","Atomic layer deposition - Deposition - Hafnium - Semiconductor doping - Thin film circuits - Thin films - Zinc oxide","High field effect mobility - Oxygen-related defects - Subthreshold swing - Temperature stability - Thin-film transistor (TFTs) - Transfer characteristics - Turn-on voltages - Zinc oxide thin films","549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 712.1 Semiconducting MaterialsSemiconducting Materials - 714.2 Semiconductor Devices and Integrated CircuitsSemiconductor Devices and Integrated Circuits - 802.3 Chemical OperationsChemical Operations - 804.2 Inorganic CompoundsInorganic Compounds - 813.1 Coating TechniquesCoating Techniques","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Magnetoresistance Versus Oxygen Deficiency in Epi-stabilized SrRu1 − xFexO3 − δThin Films","20171103431698","Dash, Umasankar (1); Acharya, Susant Kumar (1); Lee, Bo Wha (1); Jung, Chang Uk (1) ","(1) Department of Physics and Oxide Research Centre, Hankuk University of Foreign Studies, Yongin; 17035, Korea, Republic of ","Jung, Chang Uk(cu-jung@hufs.ac.kr) ","Nanoscale Research Letters","Nanoscale Res. Lett.","Springer New York LLC","12","1","","December 1, 2017","2017","English","19317573","1556276X","10.1186/s11671-017-1950-y","168","","Journal article (JA)","Oxygen vacancies have a profound effect on the magnetic, electronic, and transport properties of transition metal oxide materials. Here, we studied the influence of oxygen vacancies on the magnetoresistance (MR) properties of SrRu1 − xFexO3 - δepitaxial thin films (x = 0.10, 0.20, and 0.30). For this purpose, we synthesized highly strained epitaxial SrRu1 − xFexO3 − δthin films with atomically flat surfaces containing different amounts of oxygen vacancies using pulsed laser deposition. Without an applied magnetic field, the films with x = 0.10 and 0.20 showed a metal–insulator transition, while the x = 0.30 thin film showed insulating behavior over the entire temperature range of 2–300 K. Both Fe doping and the concentration of oxygen vacancies had large effects on the negative MR contributions. For the low Fe doping case of x = 0.10, in which both films exhibited metallic behavior, MR was more prominent in the film with fewer oxygen vacancies or equivalently a more metallic film. For semiconducting films, higher MR was observed for more semiconducting films having more oxygen vacancies. A relatively large negative MR (~36.4%) was observed for the x = 0.30 thin film with a high concentration of oxygen vacancies (δ = 0.12). The obtained results were compared with MR studies for a polycrystal of (Sr1 − xLax)(Ru1 − xFex)O3. These results highlight the crucial role of oxygen stoichiometry in determining the magneto-transport properties in SrRu1 − xFexO3 − δthin films. © 2017, The Author(s).","27","Oxygen vacancies","Deposition - Magnetic field effects - Magnetoresistance - Metal insulator transition - Metals - Oxygen - Pulsed laser deposition - Semiconducting films - Semiconductor doping - Thin films - Transition metal compounds - Transition metals - Transport properties - Vacancies - X ray diffraction","Applied magnetic fields - Atomically flat surface - Epitaxial thin films - Fe-doped - Magneto transport properties - Magnetoresistance properties - Reciprocal space mapping - Transition-metal oxides","531 Metallurgy and MetallographyMetallurgy and Metallography - 701.2 Magnetism: Basic Concepts and PhenomenaMagnetism: Basic Concepts and Phenomena - 712.1 Semiconducting MaterialsSemiconducting Materials - 744.9 Laser ApplicationsLaser Applications - 802.3 Chemical OperationsChemical Operations - 804 Chemical Products GenerallyChemical Products Generally - 931.2 Physical Properties of Gases, Liquids and SolidsPhysical Properties of Gases, Liquids and Solids - 933.1 Crystalline SolidsCrystalline Solids","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Electric Field Oriented Nanostructured Organic Thin Films with Polarized Luminescence","20171003421519","Karbovnyk, I.D. (1); Olenych, I. (1); Kukhta, I.N. (2); Lugovskii, A. (3); Sasnouski, G. (3); Chutora, T. (4); Luchechko, A.P. (1); Khalakhan, I. (5); Kukhta, A. (6, 7) ","(1) Department of Electronics and Computer Technologies, Ivan Franko National University of Lviv, Lviv, Ukraine (2) Institute of Chemistry of New Materials, National Academy of Sciences of Belarus, Minsk, Belarus (3) Institute for Applied Physical Problems, Belarusian State University, Minsk, Belarus (4) Regional Centre of Advanced Technologies and Materials, Faculty of Science, Joint Laboratory of Optics of Palacký University and Institute of Physics AS CR, Olomouc, Czech Republic (5) Department of Surface and Plasma Science, Faculty of Mathematics and Physics, Charles University, Prague, Czech Republic (6) Institute for Nuclear Problems, Belarusian State University, Minsk, Belarus (7) Tomsk State University, Tomsk, Russia ","Karbovnyk, I.D.(ivan_karbovnyck@yahoo.com) ","Nanoscale Research Letters","Nanoscale Res. Lett.","Springer New York LLC","12","1","","December 1, 2017","2017","English","19317573","1556276X","10.1186/s11671-017-1936-9","166","","Journal article (JA)","The effect of the external electric field of 105 V/m on the ordering of two luminescent liquid crystalline molecules (1-pentyl-2/,3/-difluoro-3///-methyl-4////-octyl-p-quinguephenyl and 9,10-Bis (4-pentylphenylethynyl)antracene) during thermal vacuum deposition is studied. The morphology, electrical conductivity, optical absorption, luminescence spectra, and polarization are presented and analyzed. All data show the formation of ordered films. The polarization degree is 60% for 1-pentyl-2/,3/-difluoro-3///-methyl-4////-octyl-p-quinguephenyl oriented films and 28% for 9,10-Bis (4-pentylphenylethynyl)antracene. The lower value of M2 luminescence polarization can be explained by the absence of dipole moment in this molecule. © 2017, The Author(s).","24","Thin films","Crystalline materials - Electric fields - Electromagnetic wave absorption - Light absorption - Luminescence - Molecules - Morphology - Polarization","Electrical conductivity - External electric field - Liquid crystalline molecules - Luminescence polarization - Luminescence spectrum - Organic thin films - Polarization degree - Polarized luminescence","701.1 Electricity: Basic Concepts and PhenomenaElectricity: Basic Concepts and Phenomena - 711 Electromagnetic WavesElectromagnetic Waves - 741.1 Light/OpticsLight/Optics - 931.3 Atomic and Molecular PhysicsAtomic and Molecular Physics - 933.1 Crystalline SolidsCrystalline Solids - 951 Materials ScienceMaterials Science","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Enhancement of Perovskite Solar Cells Efficiency using N-Doped TiO2Nanorod Arrays as Electron Transfer Layer","20170403268652","Zhang, Zhen-Long (1); Li, Jun-Feng (1); Wang, Xiao-Li (1); Qin, Jian-Qiang (1); Shi, Wen-Jia (1); Liu, Yue-Feng (1); Gao, Hui-Ping (1); Mao, Yan-Li (1, 2) ","(1) School of Physics and Electronics, Henan University, Kaifeng; 475004, China (2) Institute for Computational Materials Science, Henan University, Kaifeng; 475004, China ","Mao, Yan-Li(ylmao1@163.com) ","Nanoscale Research Letters","Nanoscale Res. Lett.","Springer New York LLC","12","1","","December 1, 2017","2017","English","19317573","1556276X","10.1186/s11671-016-1811-0","43","","Journal article (JA)","In this paper, N-doped TiO2(N-TiO2) nanorod arrays were synthesized with hydrothermal method, and perovskite solar cells were fabricated using them as electron transfer layer. The solar cell performance was optimized by changing the N doping contents. The power conversion efficiency of solar cells based on N-TiO2with the N doping content of 1% (N/Ti, atomic ratio) has been achieved 11.1%, which was 14.7% higher than that of solar cells based on un-doped TiO2. To get an insight into the improvement, some investigations were performed. The structure was examined with X-ray powder diffraction (XRD), and morphology was examined by scanning electron microscopy (SEM). Energy dispersive spectrometer (EDS) and Tauc plot spectra indicated the incorporation of N in TiO2nanorods. Absorption spectra showed higher absorption of visible light for N-TiO2than un-doped TiO2. The N doping reduced the energy band gap from 3.03 to 2.74 eV. The photoluminescence (PL) and time-resolved photoluminescence (TRPL) spectra displayed the faster electron transfer from perovskite layer to N-TiO2than to un-doped TiO2. Electrochemical impedance spectroscopy (EIS) showed the smaller resistance of device based on N-TiO2than that on un-doped TiO2. © 2017, The Author(s).","37","Solar cells","Doping (additives) - Electrochemical impedance spectroscopy - Electron transitions - Electrons - Energy gap - Nanorods - Perovskite - Perovskite solar cells - Photoluminescence - Scanning electron microscopy - Semiconducting films - Spectrometers - Titanium dioxide - X ray powder diffraction","Electron transfer - Energy dispersive spectrometers - Hydrothermal methods - Nano-rod arrays - Perovskite layers - Power conversion efficiencies - Solar cell performance - Time-resolved photoluminescence","482.2 MineralsMinerals - 702.3 Solar CellsSolar Cells - 712.1 Semiconducting MaterialsSemiconducting Materials - 741.1 Light/OpticsLight/Optics - 741.3 Optical Devices and SystemsOptical Devices and Systems - 761 NanotechnologyNanotechnology - 801 ChemistryChemistry - 804.2 Inorganic CompoundsInorganic Compounds - 933 Solid State PhysicsSolid State Physics","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Plasma-Assisted Atomic Layer Deposition of High-Density Ni Nanoparticles for Amorphous In-Ga-Zn-O Thin Film Transistor Memory","20170803383007","Qian, Shi-Bing (1); Wang, Yong-Ping (1); Shao, Yan (1); Liu, Wen-Jun (1); Ding, Shi-Jin (1) ","(1) State Key Laboratory of ASIC and System, School of Microelectronics, Fudan University, Shanghai; 200433, China ","Ding, Shi-Jin(sjding@fudan.edu.cn) ","Nanoscale Research Letters","Nanoscale Res. Lett.","Springer New York LLC","12","1","","December 1, 2017","2017","English","19317573","1556276X","10.1186/s11671-017-1925-z","138","","Journal article (JA)","For the first time, the growth of Ni nanoparticles (NPs) was explored by plasma-assisted atomic layer deposition (ALD) technique using NiCp2and NH3precursors. Influences of substrate temperature and deposition cycles on ALD Ni NPs were studied by field emission scanning electron microscope and X-ray photoelectron spectroscopy. By optimizing the process parameters, high-density and uniform Ni NPs were achieved in the case of 280 °C substrate temperature and 50 deposition cycles, exhibiting a density of ~1.5 × 1012 cm−2and a small size of 3~4 nm. Further, the above Ni NPs were used as charge storage medium of amorphous indium-gallium-zinc oxide (a-IGZO) thin film transistor (TFT) memory, demonstrating a high storage capacity for electrons. In particular, the nonvolatile memory exhibited an excellent programming characteristic, e.g., a large threshold voltage shift of 8.03 V was obtained after being programmed at 17 V for 5 ms. © 2017, The Author(s).","32","Atomic layer deposition","Amorphous films - Amorphous semiconductors - Atoms - Data storage equipment - Deposition - Gallium - Indium - Nanoparticles - Nickel - Pulsed laser deposition - Scanning electron microscopy - Semiconducting indium compounds - Thin film circuits - Thin film transistors - Thin films - Threshold voltage - X ray photoelectron spectroscopy - Zinc","Amorphous indiumgallium-zinc oxide (a-IGZO) thin-film transistor (TFTs) - Field emission scanning electron microscopes - In-ga-zn-o - Ni Nanoparticles - Plasma assisted atomic layer depositions - Substrate temperature - Thin-film transistor memory - Threshold voltage shifts","546.3 Zinc and AlloysZinc and Alloys - 548.1 NickelNickel - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 701.1 Electricity: Basic Concepts and PhenomenaElectricity: Basic Concepts and Phenomena - 712.1.2 Compound Semiconducting MaterialsCompound Semiconducting Materials - 714.2 Semiconductor Devices and Integrated CircuitsSemiconductor Devices and Integrated Circuits - 722.1 Data Storage, Equipment and TechniquesData Storage, Equipment and Techniques - 744.9 Laser ApplicationsLaser Applications - 761 NanotechnologyNanotechnology - 802.3 Chemical OperationsChemical Operations - 931.3 Atomic and Molecular PhysicsAtomic and Molecular Physics - 933 Solid State PhysicsSolid State Physics","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Formation of Self-Connected Si0.8Ge0.2Lateral Nanowires and Pyramids on Rib-Patterned Si(1 1 10) Substrate","20170503299405","Du, Lei (1); Chen, Gang (1); Lu, Wei (1) ","(1) National Laboratory for Infrared Physics, Shanghai Institute of Technical Physics, Chinese Academy of Sciences, 500 Yutian Road, Shanghai; 200083, China ","Chen, Gang(gchen@mail.sitp.ac.cn) ","Nanoscale Research Letters","Nanoscale Res. Lett.","Springer New York LLC","12","1","","December 1, 2017","2017","English","19317573","1556276X","10.1186/s11671-016-1820-z","70","","Journal article (JA)","In this work, Si0.8Ge0.2is deposited onto the rib-patterned Si (1 1 10) template oriented in the [1 −1 0] direction. Atomic force microscopy (AFM) reveals that the rib sidewalls reshape into pyramid-covered (0 0 1) and smooth {1 1 3} facets, respectively, while the {1 0 5} facets-bounded lateral SiGe nanowires dominate the rib top along the [5 5 −1] direction. At both the rib shoulder sites and the pyramid vacancy sites, self-connecting occurs between the meeting nanowire and pyramids to form elongated huts, which are driven by the minimization of the total energy density according to the finite-element simulations results. These results suggest a convenient solution to form lateral SiGe nanowires covering multi-faceted surfaces on the patterned template. © 2017, The Author(s).","45","Finite element method","Atomic force microscopy - Germanium - Molecular beam epitaxy - Nanowires - Silicon - Silicon alloys - Thermal barrier coatings","Faceted surfaces - Finite element simulations - Patterned template - Si-Ge nanowires - Total energy - Vacancy sites","549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 741.3 Optical Devices and SystemsOptical Devices and Systems - 761 NanotechnologyNanotechnology - 921.6 Numerical MethodsNumerical Methods - 933 Solid State PhysicsSolid State Physics - 933.1.2 Crystal GrowthCrystal Growth","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Determining the Effect of Centrifugal Force on the Desired Growth and Properties of PCPDTBT as p-Type Nanowires","20170503299229","Doris, Muhamad (1); Aziz, Fakhra (1, 2); Alhummiany, Haya (3); Bawazeer, Tahani (4); Alsenany, Nourah (5); Mahmoud, Alaa (5); Zakaria, Rozalina (6); Sulaiman, Khaulah (1); Supangat, Azzuliani (1) ","(1) Low Dimensional Materials Research Centre, Department of Physics, University of Malaya, Kuala Lumpur; 50603, Malaysia (2) Department of Electronics, Jinnah College for Women, University of Peshawar, Peshawar; 25120, Pakistan (3) Center of Nanotechnology, Department of Physics, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arabia (4) Department of Chemistry, Faculty of Applied Science, Umm Al-Qura University, Makkah, Saudi Arabia (5) Department of Physics, Faculty of Science, King Abdulaziz University, Jeddah, Saudi Arabia (6) Photonics Research Centre, University of Malaya, Kuala Lumpur; 50603, Malaysia ","Supangat, Azzuliani(azzuliani@um.edu.my) ","Nanoscale Research Letters","Nanoscale Res. Lett.","Springer New York LLC","12","1","","December 1, 2017","2017","English","19317573","1556276X","10.1186/s11671-017-1851-0","67","","Journal article (JA)","In this study, low-bandgap polymer poly{[4,4-bis(2-ethylhexyl)-cyclopenta-(2,1-b;3,4-b′)dithiophen]-2,6-diyl-alt-(2,1,3-benzothiadiazole)−4,7-diyl} (PCPDTBT) nanostructures have been synthesized via a hard nanoporous alumina template of centrifugal process. Centrifuge has been used to infiltrate the PCPDTBT solution into the nanoporous alumina by varying the rotational speeds. The rotational speed of centrifuge is directly proportional to the infiltration force that penetrates into the nanochannels of the template. By varying the rotational speed of centrifuge, different types of PCPDTBT nanostructures are procured. Infiltration force created during the centrifugal process has been found a dominant factor in tuning the morphological, optical, and structural properties of PCPDTBT nanostructures. The field emission scanning electron microscopy (FESEM) images proved the formation of nanotubes and nanowires. The energy-dispersive X-ray spectroscope (EDX) analysis showed that the nanostructures were composed of PCPDTBT with complete dissolution of the template. © 2017, The Author(s).","34","Centrifugation","Alumina - Centrifuges - Field emission microscopes - Nanostructures - Nanotubes - Nanowires - Scanning electron microscopy - Yarn","2 ,1 ,3-Benzothiadiazole - Centrifugal process - Complete dissolution - Energy dispersive x-ray - Field emission scanning electron microscopy - Low bandgap polymers - Nanoporous alumina templates - PCPDTBT","741.3 Optical Devices and SystemsOptical Devices and Systems - 761 NanotechnologyNanotechnology - 802.1 Chemical Plants and EquipmentChemical Plants and Equipment - 802.3 Chemical OperationsChemical Operations - 804.2 Inorganic CompoundsInorganic Compounds - 819.4 Fiber ProductsFiber Products - 933 Solid State PhysicsSolid State Physics","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Light-Curing Volumetric Shrinkage in Dimethacrylate-Based Dental Composites by Nanoindentation and PAL Study","20170503311397","Shpotyuk, Olha (1); Adamiak, Stanislaw (2); Bezvushko, Elvira (1); Cebulski, Jozef (2); Iskiv, Maryana (1); Shpotyuk, Oleh (3, 4); Balitska, Valentina (5) ","(1) Danylo Halytsky Lviv National Medical University, 69, Pekarska St., Lviv; 79010, Ukraine (2) Centre for Innovation and Transfer of Natural Sciences and Engineering Knowledge, University of Rzeszow, Rzeszow; 35-959, Poland (3) Jan Dlugosz University in Czestochowa, 13/15, Armii Krajowej St., Czestochowa; 42200, Poland (4) Vlokh Institute of Physical Optics, 23, Dragomanov St., Lviv; 79005, Ukraine (5) Lviv State University of Life Safety, 35, Kleparivska St., Lviv; 79007, Ukraine ","Shpotyuk, Olha(boyko.olha@gmail.com) ","Nanoscale Research Letters","Nanoscale Res. Lett.","Springer New York LLC","12","1","","December 1, 2017","2017","English","19317573","1556276X","10.1186/s11671-017-1845-y","75","","Journal article (JA)","Light-curing volumetric shrinkage in dimethacrylate-based dental resin composites Dipol® is examined through comprehensive kinetics research employing nanoindentation measurements and nanoscale atomic-deficient study with lifetime spectroscopy of annihilating positrons. Photopolymerization kinetics determined through nanoindentation testing is shown to be described via single-exponential relaxation function with character time constants reaching respectively 15.0 and 18.7 s for nanohardness and elastic modulus. Atomic-deficient characteristics of composites are extracted from positron lifetime spectra parameterized employing unconstrained x3-term fitting. The tested photopolymerization kinetics can be adequately reflected in time-dependent changes observed in average positron lifetime (with 17.9 s time constant) and fractional free volume of positronium traps (with 18.6 s time constant). This correlation proves that fragmentation of free-volume positronium-trapping sites accompanied by partial positronium-to-positron traps conversion determines the light-curing volumetric shrinkage in the studied composites. © 2017, The Author(s).","36","Dental composites","Composite materials - Curing - Dental materials - Electrons - Fillers - Free volume - Kinetics - Nanoindentation - Photopolymerization - Positron annihilation - Positrons - Shrinkage","Dental resin composites - Fractional free volume - Light curing - Nano-indentation measurements - Nanoindentation testing - Photopolymerization kinetics - Positron lifetime spectra - Trapping","423 Non Mechanical Properties and Tests of Building MaterialsNon Mechanical Properties and Tests of Building Materials - 462.3 Dental Equipment and SuppliesDental Equipment and Supplies - 761 NanotechnologyNanotechnology - 802.2 Chemical ReactionsChemical Reactions - 815 Polymers and Polymer SciencePolymers and Polymer Science - 815.2 PolymerizationPolymerization - 931 Classical Physics; Quantum Theory; RelativityClassical Physics; Quantum Theory; Relativity - 932.1 High Energy PhysicsHigh Energy Physics - 951 Materials ScienceMaterials Science","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Energy of the Isolated Metastable Iron-Nickel FCC Nanocluster with a Carbon Atom in the Tetragonal Interstice","20170803382997","Bondarenko, Natalya V. (1); Nedolya, Anatoliy V. (1) ","(1) Applied Physics Department, Zaporizhzhya National University, 66 Zhukovsky St., Zaporizhzhya; 69600, Ukraine ","Nedolya, Anatoliy V.(avnedolya@hotmail.com) ","Nanoscale Research Letters","Nanoscale Res. Lett.","Springer New York LLC","12","1","","December 1, 2017","2017","English","19317573","1556276X","10.1186/s11671-017-1919-x","139","","Journal article (JA)","The energy of the isolated iron-nickel nanocluster was calculated by molecular mechanics method using Lennard-Jones potential. The cluster included a carbon atom that drifted from an inside octahedral interstice to a tetrahedral interstice in direction and after that in direction to the surface. In addition, one of 14 iron atoms was replaced by a nickel atom, the position of which was changing during simulation. The energy of the nanocluster was estimated at the different interatomic distances. As a result of simulation, the optimal interatomic distances of Fe-Ni-C nanocluster was chosen for the simulation, in which height of the potential barrier was maximal and face-centered cubic (FCC) nanocluster was the most stable. It is shown that there were three main positions of a nickel atom that significantly affected nanocluster’s energy. The calculation results indicated that position of the carbon atom in the octahedral interstice was more energetically favorable than tetrahedral interstice in the case of FCC nanocluster. On the other side, the potential barrier was smaller in the direction than in the direction . This indicates that there are two ways for carbon atom to drift to the surface of the nanocluster. © 2017, The Author(s).","24","Nanoclusters","Atoms - Iron - Lennard-Jones potential - Molecular mechanics - Nickel","Calculation results - Face-centered cubic - Inter-atomic distances - Molecular mechanics method - Nickel atoms - Octahedral interstices - Potential barriers - Tetrahedral interstices","545.1 IronIron - 548.1 NickelNickel - 761 NanotechnologyNanotechnology - 931 Classical Physics; Quantum Theory; RelativityClassical Physics; Quantum Theory; Relativity - 931.3 Atomic and Molecular PhysicsAtomic and Molecular Physics - 933 Solid State PhysicsSolid State Physics","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"One Way to Design a Valence-Skip Compound","20170803370985","Hase, I. (1); Yanagisawa, T. (1); Kawashima, K. (2) ","(1) National Institute of Advanced Industrial Science and Technology (AIST), AIST Central 2, Umezono 1-1-4, Tsukuba; Ibaraki; 305-8568, Japan (2) IMRA Material R&D Co., Ltd, Kariya; Aichi; 448-0032, Japan ","Hase, I.(i.hase@aist.go.jp) ","Nanoscale Research Letters","Nanoscale Res. Lett.","Springer New York LLC","12","1","","December 1, 2017","2017","English","19317573","1556276X","10.1186/s11671-017-1897-z","127","","Journal article (JA)","Valence-skip compound is a good candidate with high Tcand low anisotropy because it has a large attractive interaction at the site of valence-skip atom. However, it is not easy to synthesize such compound because of (i) the instability of the skipping valence state, (ii) the competing charge order, and (iii) that formal valence may not be true in some compounds. In the present study, we show several examples of the valence-skip compounds and discuss how we can design them by first principles calculations. Furthermore, we calculated the electronic structure of a promising candidate of valence skipping compound RbTlCl3from first principles. We confirmed that the charge-density wave (CDW) is formed in this compound, and the Tl atoms in two crystallographic different sites take the valence Tl1+and Tl3+. Structure optimization study reveals that this CDW is stable at the ambient pressure, while this CDW gap can be collapsed when we apply pressure with several gigapascals. In this metallic phase, we can expect a large charge fluctuation and a large electron–phonon interaction. © 2017, The Author(s).","16","Thallium compounds","Calculations - Charge density - Charge density waves - Electronic structure - Structural design - Structural optimization - Superconductivity","Attractive interactions - BaBiO3 - Charge fluctuations - First-principles calculation - Phonon interactions - RbTlCl3 - Structure optimization - Valence skip","408.1 Structural Design, GeneralStructural Design, General - 701.1 Electricity: Basic Concepts and PhenomenaElectricity: Basic Concepts and Phenomena - 921 MathematicsMathematics - 921.5 Optimization TechniquesOptimization Techniques","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
