Title,Accession number,Author,Author affiliation,Corresponding author,Source,Abbreviated source title,Publisher,Volume,Issue,Pages,Issue date,Publication year,Language,ISSN,E-ISSN,DOI,Article number,CODEN,Document type,Abstract,Number of references,Main heading,Controlled/Subject terms,Uncontrolled terms,Classification code,Database,Copyright,Data Provider
"Investigating the influence of ultrasound pre-treatment on drying kinetics and moisture migration measurement in Lactobacillus sakei cultured and uncultured beef jerky","20171203489678","Ojha, K. Shikha (1, 2); Kerry, Joseph P. (2); Tiwari, Brijesh K. (1) ","(1) Food Chemistry and Technology, Teagasc Food Research Centre, Dublin, Ireland (2) Food Packaging Group, School of Food and Nutritional Sciences, University College Cork, Cork, Ireland ","Tiwari, Brijesh K.(brijesh.tiwari@teagasc.ie) ","LWT - Food Science and Technology","LWT - Food Sci. Technol.","Academic Press","81","","42-49","August 1, 2017","2017","English","00236438","","10.1016/j.lwt.2017.03.011","","LBWTAP","Journal article (JA)","Low Frequency-Nuclear Magnetic Resonance (LF-NMR) was employed to elucidate changes in water distribution in cultured (Lactobacillus sakei) and uncultured beef jerky samples subjected to ultrasound pre-treatment. Ultrasound pre-treatment at frequencies of 25, 33 and 45 kHz for 30 min, followed by marination (18 h) was carried out for both cultured and uncultured jerky samples. Among the various kinetic models assessed, the Wang and Singh model provided the closest fit to the drying experimental data, with high R2(≥0.994), low RMSE (≤0.023) and low AICc (2transversal relaxation times measured by LF-NMR curves revealed the presence of three distinct peaks attributed to; bound water, water present within the dense myofibrillar protein matrix and free-water at a relaxation time range of 0–10 ms (T2b), 10–100 ms (T21) and >100 ms (T22), respectively. Results presented in this study demonstrates that the ultrasound effect on drying behaviour was frequency dependent and that LF-NMR can be employed to evaluate moisture mobility and drying degree of beef jerky. © 2017 Elsevier Ltd","47","Nuclear magnetic resonance","Beef - Drying - Meats - Moisture - Relaxation time - Ultrasonics - Water supply systems","Exponential analysis - Frequency dependent - Lactobacillus sakei - Moisture migration - Myofibrillar proteins - Transversal relaxations - Ultrasound pre treatments - Water distributions","446.1 Water Supply SystemsWater Supply Systems - 753.1 Ultrasonic WavesUltrasonic Waves - 822.3 Food ProductsFood Products - 931 Classical Physics; Quantum Theory; RelativityClassical Physics; Quantum Theory; Relativity","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Functionalized Fe3O4/graphene oxide nanocomposites with hairpin aptamers for the separation and preconcentration of trace Pb2 +from biological samples prior to determination by ICP MS","20171403532973","Shamsipur, Mojtaba (1); Farzin, Leila (2, 3); Amouzadeh Tabrizi, Mahmoud (4); Sheibani, Shahab (2) ","(1) Department of Chemistry, Razi University, P. O. Box 67149-67346, Kermanshah, Iran (2) Radiation Application Research School, Nuclear Science and Technology Research Institute, P.O. Box 11365-3486, Tehran, Iran (3) Department of Analytical Chemistry, School of Chemistry, College of Science, University of Tehran, P. O. Box 14174-66191, Tehran, Iran (4) Research Center for Science and Technology in Medicine, Tehran University of Medical Sciences, P. O. Box 14197-33131, Tehran, Iran ","Shamsipur, Mojtaba(mshamsipur@yahoo.com) ","Materials Science and Engineering C","Mater. Sci. Eng. C","Elsevier Ltd","77","","459-469","August 1, 2017","2017","English","09284931","","10.1016/j.msec.2017.03.262","","","Journal article (JA)","Lead (Pb) as a topically poisonous metal represents a serious threat to the ecological environment and especially to human beings. Therefore, it is urgent to develop a rapid and reliable monitoring technique for this heavy metal in the environmental samples. In the present study, we have designed a selective and sensitive method for the determination of ultratrace contents of Pb2 +in biological samples, based on the guanine (G)-quadruplex formed by the aptamer with hairpin structure and Pb2 +. For this purpose, Pb2 +specific aptamer serving as affinity probe to capture and separate trace amounts of the analyte, was covalently linked to Fe3O4/graphene oxide (GO) surface by using a suitable cross-linking agent. Then, the G-quadruplex complex was formed by the opening of the “neck- ring” of the hairpin structure of aptamer in the presence of Pb2 +. Inductively coupled plasma mass spectrometry (ICP-MS) was used for determination of Pb2 +in biological matrices. The analysis conditions were optimized and the performance of the proposed method was investigated. Under optimum conditions, the calibration curve was linear over the range of 0.3–867.5 μg L− 1and an enrichment factor (EF) of 50 was obtained. The limit of detection (LOD) was 0.05 μg L− 1and the relative standard deviation (RSD) for single-sorbent repeatability and sorbent-to-sorbent reproducibility were < 4.7% and 8.8% (n = 5), respectively. The accuracy of aptamer-based affinity purification method was confirmed by the analysis of quality control materials (QCMs, Seronorm™ Blood REF NO 201505 and Urine REF NO 2525). © 2017 Elsevier B.V.","65","Trace analysis","Crosslinking - Graphene - Heavy metals - Inductively coupled plasma mass spectrometry - Iron compounds - Mass spectrometers - Mass spectrometry - Quality control - Sorption","Affinity purification - Ecological environments - Graphene oxides - Hairpin aptamer - ICP MS - Inductively coupled plasma mass spectrometries (ICPMS) - Quality control material - Relative standard deviations","531 Metallurgy and MetallographyMetallurgy and Metallography - 761 NanotechnologyNanotechnology - 801 ChemistryChemistry - 802.2 Chemical ReactionsChemical Reactions - 802.3 Chemical OperationsChemical Operations - 804 Chemical Products GenerallyChemical Products Generally - 913.3 Quality Assurance and ControlQuality Assurance and Control","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Preparation and physicochemical characterization of cellulose nanocrystals from industrial waste cotton","20171503556460","Thambiraj, S. (1); Ravi Shankaran, D. (1) ","(1) National Centre for Nanoscience and Nanotechnology, University of Madras, Guindy Campus, Chennai; Tamil Nadu; 600 025, India ","Ravi Shankaran, D.(dravishankaran@hotmail.com) ","Applied Surface Science","Appl Surf Sci","Elsevier B.V.","412","","405-416","August 1, 2017","2017","English","01694332","","10.1016/j.apsusc.2017.03.272","","ASUSEE","Journal article (JA)","We aimed to develop a simple and low-cost method for the production of high-performance cellulose nanomaterials from renewable and sustainable resources. Here, cellulose microcrystals (CMCs) were prepared by controlled acidic and basic hydrolysis of cotton from textile industry wastes. The resulted CMCs were further converted into cellulose nanocrystals (CNCs) with high crystallinity by acidic hydrolysis. The physicochemical characteristics and morphological feature of CMCs and CNCs were studied by various analytical techniques such as UV–vis spectroscopy, Fourier-transform infrared spectroscopy (FT-IR), Scanning electron microscope (SEM), Fluorescence spectroscopy, Atomic force microscopy (AFM), High-resolution transmission electron microscopy (HR-TEM), X-ray photoelectron spectroscopy (XPS) and X-ray diffraction (XRD). The isolated CNCs possess a needle-like morphological structure with the longitudinal and lateral dimensions of 180 ± 60 nm, 10 ± 1 nm, respectively. The AFM result reveals that the CNCs have a high aspect ratio of 40 ± 14 nm and the average thickness of 6.5 nm. The XRD and TEM analysis indicate that the synthesized CNCs possess face-centered cubic crystal structure. Preliminary experiments were carried out to fabricate CNCs incorporated poly (vinyl alcohol) (PVA) film. The results suggest that the concept of waste to wealth could be well executed from the prepared CNCs, which have great potential for various applications including bio-sensors, food packaging and drug delivery applications. © 2017 Elsevier B.V.","73","X ray photoelectron spectroscopy","Aspect ratio - Atomic force microscopy - Biopolymers - Cellulose - Cellulose derivatives - Cotton - Crystal structure - Fluorescence spectroscopy - Fourier transform infrared spectroscopy - High resolution transmission electron microscopy - Hydrolysis - Microcrystals - Nanocrystals - Polyvinyl alcohols - Scanning electron microscopy - Textile industry - X ray diffraction","Cellulose nano-crystals - Cellulose nanocrystal (CNCs) - Face centered cubic crystal structure - Fourier transform infra red (FTIR) spectroscopy - Physico-chemical characterization - Physicochemical characteristics - Poly (vinyl alcohol) (PVA) - Waste to wealth","741.3 Optical Devices and SystemsOptical Devices and Systems - 801 ChemistryChemistry - 802.2 Chemical ReactionsChemical Reactions - 811.3 Cellulose, Lignin and DerivativesCellulose, Lignin and Derivatives - 815.1 Polymeric MaterialsPolymeric Materials - 815.1.1 Organic PolymersOrganic Polymers - 819.6 Textile Mills, Machinery and EquipmentTextile Mills, Machinery and Equipment - 821.4 Agricultural ProductsAgricultural Products - 933.1 Crystalline SolidsCrystalline Solids - 933.1.1 Crystal LatticeCrystal Lattice","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Strategies for liquid-liquid extraction of oxide particles for applications in supercapacitor electrodes and thin films","20171403515306","Chen, Ri (1, 2); Ata, Mustafa S. (2); Zhao, Xinya (2); Clifford, Amanda (2); Puri, Ishwar (1, 2); Zhitomirsky, Igor (2) ","(1) Department of Mechanical Engineering, McMaster University, 1280 Main Street West, Hamilton; Ontario; L8S 4L7, Canada (2) Department of Materials Science and Engineering, McMaster University, 1280 Main Street West, Hamilton; Ontario; L8S 4L7, Canada ","Zhitomirsky, Igor(zhitom@mcmaster.ca) ","Journal of Colloid and Interface Science","J. Colloid Interface Sci.","Academic Press Inc.","499","","1-8","August 1, 2017","2017","English","00219797","10957103","10.1016/j.jcis.2017.03.095","","JCISA5","Journal article (JA)","Bottom-up and top-down liquid-liquid extraction methods have been developed for the transfer of colloidal metal oxide particles, synthesized in an aqueous phase, to organic phases. In such methods the agglomeration of the particles during the drying stage was avoided. Hexadecylamine was used as an extractor for MnO2particles in the bottom-up extraction to the 1-butanol phase and top-down extraction to the dichloromethane phase. The reduction of particle agglomeration facilitated the fabrication of MnO2-carbon nanotube composite electrodes for electrochemical supercapacitors with enhanced mixing of the individual components and active mass as high as 35 mg cm−2. Electrochemical testing results showed superior performance of the composite MnO2-carbon nanotube electrodes, prepared by the bottom-up strategy. The new strategies allowed the fabrication of advanced electrodes, which showed a capacitance of 5.48 F cm−2at a scan rate of 2 mV s−1, good capacitance retention at high scan rates and low resistance. In another conceptually new bottom-up strategy colloidal titania particles were modified during synthesis with 2,3,4-trihydroxybenzaldehyde, which allowed strong catecholate-type bonding to the Ti atoms on the particle surface. The Schiff base reaction with hexadecylamine at the liquid-liquid interface allowed for particle extraction. The extraction strategies developed in this investigation pave the way for agglomerate-free processing of advanced films, coatings and devices by colloidal methods. © 2017 Elsevier Inc.","44","Extraction","Agglomeration - Capacitance - Carbon nanotubes - Chemicals removal (water treatment) - Composite materials - Dichloromethane - Electrochemical electrodes - Electrodes - Energy storage - Films - Liquids - Manganese oxide - Metals - Nanocomposite films - Nanotubes - Oxide films - Phase interfaces - Solvent extraction - Supercapacitor - Thin films - Titanium dioxide - Yarn","Carbon nanotube electrodes - Carbon-nanotube composites - Electrochemical supercapacitor - Liquid-liquid extraction - Liquid-liquid interfaces - Manganese dioxide - Particle agglomerations - Supercapacitor electrodes","525.7 Energy StorageEnergy Storage - 701.1 Electricity: Basic Concepts and PhenomenaElectricity: Basic Concepts and Phenomena - 712.1 Semiconducting MaterialsSemiconducting Materials - 761 NanotechnologyNanotechnology - 801.4 Physical ChemistryPhysical Chemistry - 802.3 Chemical OperationsChemical Operations - 804 Chemical Products GenerallyChemical Products Generally - 819.4 Fiber ProductsFiber Products - 951 Materials ScienceMaterials Science","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"On the minimum trace norm/energy of (0,1)-matrices","20171503553026","Nikiforov, V. (1); Agudelo, N. (2) ","(1) Department of Mathematical Sciences, University of Memphis, Memphis; TN; 38152, United States (2) Instituto de Matemáticas, Universidad de Antioquia, Medellín, Colombia ","Nikiforov, V.(vnikifrv@memphis.edu) ","Linear Algebra and Its Applications","Linear Algebra Its Appl","Elsevier Inc.","526","","42-59","August 1, 2017","2017","English","00243795","","10.1016/j.laa.2017.03.024","","LAAPAW","Journal article (JA)","The trace norm of a matrix is the sum of its singular values. This paper presents results on the minimum trace norm ψn(m) of (0,1)-matrices of size n×n with exactly m ones. It is shown that: (1) if n≥2 and nn(m)≤m+2(m−1), with equality if and only if m is a prime; (2) if n≥4 and 2nn(m)≤m+22⌊m/3⌋, with equality if and only if m is a prime or a double of a prime; (3) if 3nn(m)≤m+2m−2, with equality if and only if there is an integer k≥1 such that m=12k±2 and 4k±1,6k±1,12k±1 are primes. © 2017 Elsevier Inc.","10","Mathematical techniques","Linear algebra","Nuclear norm - Singular values - Trace-norms","921.1 AlgebraAlgebra","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"New tetrahedral zinc halide Schiff base complexesSynthesis, crystal structure, theoretical, 3D Hirshfeld surface analyses, antimicrobial and thermal studies","20171403519242","Taghizadeh, L. (1); Montazerozohori, M. (1); Masoudiasl, A. (2); Joohari, S. (3); White, J.M. (4) ","(1) Department of Chemistry, Yasouj University, Yasouj; 7591874831, Iran (2) Young Researchers and Elite Club, Yasooj Branch, Islamic Azad University, Yasooj, Iran (3) Department of Basic Sciences, Yasooj Branch, Islamic Azad University, Yasooj, Iran (4) School of Chemistry and BIO-21 Institute, University of Melbourne, 30 Flemington Road, Parkville, Australia ","Montazerozohori, M.(mmzohori@mail.yu.ac.ir) ","Materials Science and Engineering C","Mater. Sci. Eng. C","Elsevier Ltd","77","","229-244","August 1, 2017","2017","English","09284931","","10.1016/j.msec.2017.03.150","","","Journal article (JA)","A new bidentate Schiff base ligand named as N,N′-bis((E)-3-phenylallylidene)butane-1,4-diamine (L) and three its zinc halide complexes were synthesized and characterized by FT-IR,1H NMR,13C NMR and UV–Vis spectroscopy. The crystal structure of zinc bromide and iodide complexes were characterized using single crystal X-ray diffraction. The two structures are isomorphous, crystallizing in the monoclinic crystal system with space group C2/c with closely similar unit cell dimensions. In these complexes, the Zn(II) ion is in the center of a distorted tetrahedral environment completed by two iminic nitrogen atoms of Schiff base ligand and two halide anions. The analysis of crystal structures shows that intermolecular interactions such as C[sbnd]H  halogen, π  π and C[sbnd]H  π interactions have effective role in stabilization of complexes structure. Intermolecular interactions were more analyzed using 3D Hirshfeld surface analysis and corresponding 2D fingerprint plots. Furthermore, structural optimization by DFT calculations at the B3LYP/LANL2DZ level have been performed and then compared with the experimental data. Time-dependent density functional theory (TDDFT) has been also used to calculate the electronic transitions of molecules at B3LYP/LANL2DZ level using the optimized ground-state geometries. NBO analysis was applied for investigation of intra and inter-molecular bonding and conjugative interaction in molecular systems. Schiff base ligand and their zinc complexes have been screened for their antibacterial and antifungal activities by disc diffusion method. Thermal behaviors of all compounds were studied by TG/DTG analysis data. Also, nanostructures of zinc complexes were synthesized by sonochemical method and characterized by FT-IR spectroscopy, X-ray diffraction (XRD) and scanning electron microscopy (SEM). ZnO nanoparticles were simply prepared by calcination of zinc iodide complex as new precursor at 600 °C. © 2017 Elsevier B.V.","73","Crystal structure","Chemical bonds - Complexation - Density functional theory - Ground state - Halogen compounds - Ligands - Scanning electron microscopy - Single crystals - Sonochemistry - Structural optimization - Surface analysis - Synthesis (chemical) - X ray diffraction - X rays - Zinc - Zinc compounds - Zinc oxide","Antibacterial and antifungal activity - Conjugative interactions - Hirshfeld - Intermolecular interactions - Monoclinic crystal systems - Single crystal x-ray diffraction - Time dependent density functional theory - Zinc complex","546.3 Zinc and AlloysZinc and Alloys - 801.1 Chemistry, GeneralChemistry, General - 801.4 Physical ChemistryPhysical Chemistry - 802.2 Chemical ReactionsChemical Reactions - 804.2 Inorganic CompoundsInorganic Compounds - 921.5 Optimization TechniquesOptimization Techniques - 922.1 Probability TheoryProbability Theory - 932.1 High Energy PhysicsHigh Energy Physics - 933.1 Crystalline SolidsCrystalline Solids - 933.1.1 Crystal LatticeCrystal Lattice - 951 Materials ScienceMaterials Science","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Experimental validation of analytic formulas for the statistical uncertainty in the Feynman-α method","20171503556988","Dubi, C. (1); Kolin, A. (1); Blaise, P. (2); Geslot, B. (2); Gilad, E. (3) ","(1) Physics Department, NRCN, P.O.B 9001, Beer Sheva, Israel (2) CEA, DEN, DER/SPEx, Cadarache, St Paul Lez Durance; F-13108, France (3) The Unit of Nuclear Engineering, Ben-Gurion University of the Negev, Beer-Sheva; 84105, Israel ","Dubi, C. ","Annals of Nuclear Energy","Ann Nucl Energy","Elsevier Ltd","106","","84-90","August 1, 2017","2017","English","03064549","18732100","10.1016/j.anucene.2017.03.031","","ANENDJ","Journal article (JA)","Noise experiments, and the Feynman-α method in particular, are considered a standard in-pile experiment, often used in zero power reactors in a sub critical configuration to estimate the reactivity level. In the Feynman-α method, the variance to mean ratio of event triggered neutron count is fitted on the so called Feynman-Y function, resulting with an experimental estimation of the α decay mode. In a recent study, analytic formulas for the expected statistical uncertainty in the Feynman-α method were derived, using the backward stochastic transport equation. The outline of the present study is to experimentally validate these analytic formulas. The formulas were implemented on 4 different signals, obtained from the MINERVE reactor at CEA Cadarache. For each of the four measurements, the signal was truncated in increasing measurement lengths (ranging from 1 to 60 min), in order to observe the functional behavior of the statistical error through time. Then, the measured statistical error was compared with the analytic estimation. Results indicate a very high correspondence between the expected statistical error and the measured one. © 2017 Elsevier Ltd","18","Statistics","Errors - Piles - Stochastic systems","Analytic estimations - Experimental estimations - Experimental validations - Functional behaviors - Statistical uncertainty - Stochastic transport - Variance-to-mean ratio - Zero power reactors","408.2 Structural Members and ShapesStructural Members and Shapes - 922.2 Mathematical StatisticsMathematical Statistics - 961 Systems ScienceSystems Science","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Study of yttrium 4-nitrocinnamate to promote surface interactions with AS1020 steel","20171503556889","Hien, P.V. (1); Vu, N.S.H. (2); Thu, V.T.H. (2); Somers, A. (3); Nam, N.D. (4) ","(1) Department of Chemical Engineering, Bach Khoa University, VNU-HCM, 268 Ly Thuong Kiet Street, District 10, Ho Chi Minh City, Viet Nam (2) Faculty of Physics and Engineering Physics, University of Science, 227 Nguyen Van Cu Street, District 5, Ho Chi Minh City, Viet Nam (3) Institute for Frontier Materials, Deakin University, Geelong; Victoria; 3220, Australia (4) PetroVietnam University, 762 Cach Mang Thang Tam Street, Long Toan Ward, Ba Ria City; Ba Ria—Vung Tau Province, Viet Nam ","Nam, N.D.(namnd@pvu.edu.vn) ","Applied Surface Science","Appl Surf Sci","Elsevier B.V.","412","","464-474","August 1, 2017","2017","English","01694332","","10.1016/j.apsusc.2017.03.219","","ASUSEE","Journal article (JA)","Yttrium 4-nitrocinnamate (Y(4-NO2Cin)3) was added to an aqueous chloride solution and studied as a possible corrosion inhibition system. Electrochemical techniques and surface analysis have been powerful tools to better understand the corrosion and inhibition processes of mild steel in 0.01 M NaCl solution. A combination of scanning electron microscopy (SEM), atomic force microscopy (AFM), attenuated total reflectance Fourier transform infrared spectroscopy (ATR-FTIR), X-ray photoelectron spectroscopy (XPS), Potentiodynamic polarization (PD), electrochemical impedance spectroscopy (EIS) and wire beam electrode (WBE) techniques was found to be useful in the characterization of this system. The result indicated that Y(4-NO2Cin)3is able to effectively inhibit corrosion at a low concentration of 0.45 mM. Surface analysis clearly shows that the surface of steel coupons exposed to Y(4-NO2Cin)3solution remained uniform and smooth, whereas the surface of steel coupons exposed to solution without inhibitor addition was severely corroded. The results suggest that Y(4-NO2Cin)3behaves as a mixed inhibitor and mitigates corrosion by promoting random distribution of minor anodes. These are attributed to the formation of metal species bonding to the 4-nitrocinnamate component and hydrolysis of the Y(4-NO2Cin)3to form oxide/hydroxides as a protective film layer. © 2017 Elsevier B.V.","41","Corrosion inhibitors","Atomic force microscopy - Carbon steel - Corrosion - Electrochemical corrosion - Electrochemical electrodes - Electrochemical impedance spectroscopy - Electrodes - Fourier transform infrared spectroscopy - Lunar surface analysis - Scanning electron microscopy - Spectrum analysis - Steel - Surface analysis - X ray photoelectron spectroscopy - Yttrium - Yttrium alloys","Attenuated total reflectance fourier transform infrared spectroscopies (ATR FTIR) - Corrosion inhibition - Electrochemical techniques - Inhibition process - Low concentrations - Random distribution - Surface interactions - Wire beam electrode","545.3 SteelSteel - 549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 741.3 Optical Devices and SystemsOptical Devices and Systems - 801 ChemistryChemistry - 801.4.1 ElectrochemistryElectrochemistry - 803 Chemical Agents and Basic Industrial ChemicalsChemical Agents and Basic Industrial Chemicals - 951 Materials ScienceMaterials Science","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Friction welding of tungsten heavy alloy with aluminium alloy","20171203484125","Winiczenko, Radoslaw (1); Goroch, Olgierd (2); Krzyska, Anna (3); Kaczorowski, Mieczyslaw (4) ","(1) Warsaw University of Life Sciences, Faculty of Production Engineering, Nowoursynowska 166, Warsaw; 02-787, Poland (2) Warsaw University of Technology, Institute of Mechanics and Printing, Narbutta 85, Warsaw; 02-524, Poland (3) Warsaw University of Technology, Institute of Manufacturing Technologies, Narbutta 85, Warsaw; 02-524, Poland (4) Warsaw University of Technology, Department of Mechanics and Weaponry Technology, Narbutta 85, Warsaw; 02-524, Poland ","Winiczenko, Radoslaw(rwinicze@poczta.onet.pl) ","Journal of Materials Processing Technology","J Mater Process Technol","Elsevier Ltd","246","","42-55","August 1, 2017","2017","English","09240136","","10.1016/j.jmatprotec.2017.03.009","","JMPTEF","Journal article (JA)","This paper is a study of mechanical properties and microstructure of friction welded coupe of weight heavy alloy (WHA) with aluminium alloy (AA). Scanning electron microscopy (SEM) was used for investigation of the fracture morphology and phase transformations taking place during friction welding process. Chemical compositions of the interfaces of the welded joints were determined by using energy dispersive spectroscopy (EDS). Effects of friction time (FT) and friction pressure (FP) on the ultimate tensile strength (UTS) were studied by plotting graphs. The maximum average strength of 234 MPa, which is 84.78% of the aluminium alloy base material, is achieved at a friction time of 3.5 s and friction pressure of 40 MPa, respectively. The UTS of joints increases with increasing of FP and FT and then decreases after reaching the maximum value, with increase of friction load and time. Microstructure of friction welds consisted of fine equiaxed grains (formed due to dynamic recrystallization) and coarse grains in the periphery region on AA side. A plastic deformation in the direction of burrs is visible mainly on AA side. EDS-SEM scan line analyses across the interface have not confirmed the diffusion of tungsten and nickel to AA side. The nature of the friction welding joints is rather adhesive than diffusive. The EDS point spectrometry showed some enrichment of Ni-Fe matrix with Al atoms close to the joint. Absence of intermetallic phases was found in the weld interface on SEM level observation. The fracture procedes mainly through the cleavage planes at the interface. © 2017 Elsevier B.V.","45","Aluminum alloys","Aluminum - Crystal microstructure - Dynamic recrystallization - Energy dispersive spectroscopy - Fracture - Friction - Friction welding - Intermetallics - Microstructure - Nickel - Scanning electron microscopy - Tensile strength - Transmission electron microscopy - Tribology - Tungsten - Tungsten alloys - Welding - Welds","Chemical compositions - Energy dispersive spectroscopies (EDS) - Fine equiaxed grains - Fracture morphology - Intermetallic phasis - Properties and microstructures - Tungsten heavy alloys - Ultimate tensile strength","531.1 MetallurgyMetallurgy - 538.2 WeldingWelding - 538.2.1 Welding ProcessesWelding Processes - 541.1 AluminumAluminum - 541.2 Aluminum AlloysAluminum Alloys - 543.5 Tungsten and AlloysTungsten and Alloys - 548.1 NickelNickel - 931 Classical Physics; Quantum Theory; RelativityClassical Physics; Quantum Theory; Relativity - 933.1.1 Crystal LatticeCrystal Lattice - 951 Materials ScienceMaterials Science","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"Surface gradients in cemented carbides from first-principles-based multiscale modeling: Atomic diffusion in liquid Co","20171403522063","Walbrühl, Martin (1); Blomqvist, Andreas (2); Korzhavyi, Pavel A. (1); Araujo, C. Moyses (3) ","(1) Department of Materials Science and Engineering, Royal Institute of Technology, Stockholm; SE-100 44, Sweden (2) Sandvik Coromant R&D, Stockholm; SE-126 80, Sweden (3) Materials Theory Division, Department of Physics and Astronomy, Uppsala University, Uppsala; SE-751 20, Sweden ","Walbrühl, Martin(walbruhl@kth.se) ","International Journal of Refractory Metals and Hard Materials","Int J Refract Met Hard Mater","Elsevier Ltd","66","","174-179","August 1, 2017","2017","English","02634368","22133917","10.1016/j.ijrmhm.2017.03.016","","IJRMD5","Journal article (JA)","The kinetic modeling of cemented carbides, where Co is used as binder element, requires a detailed diffusion description. Up to now, no experimental self- or impurity diffusion data for the liquid Co system have been available. Here we use the fundamental approach based on ab initio molecular dynamics simulations to assess diffusion coefficients for the liquid Co system, including six solute elements. Our calculated Co self-diffusion coefficients show good agreement with the estimates that have been obtained using scaling laws from the available literature data. To validate the modeling method, we performed one set of calculations for liquid Ni self-diffusion, where experimental data are available, showing good agreement between theory and experiments. The computed diffusion data were used in subsequent DICTRA simulations to model the gradient formation in cemented carbide systems. The results based on the new diffusion data allows for correct predictions of the gradient thickness. © 2017 Elsevier Ltd","46","Diffusion","Calculations - Carbide tools - Carbides - Diffusion in liquids - Diffusion in solids - Liquids - Molecular dynamics","Ab initio molecular dynamics - Cemented carbides - DICTRA - ICME - Liquid CO","603.2 Machine Tool AccessoriesMachine Tool Accessories - 801.4 Physical ChemistryPhysical Chemistry - 804.2 Inorganic CompoundsInorganic Compounds - 921 MathematicsMathematics","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
"The (2×2) reconstructions on the surface of cobalt silicides: Atomic configuration at the annealed Co/Si(111) interface","20171303512153","Kotlyar, V.G. (1); Alekseev, A.A. (1); Olyanich, D.A. (1, 2); Utas, T.V. (1, 2); Zotov, A.V. (1, 2, 3); Saranin, A.A. (1, 2) ","(1) Institute of Automation and Control Processes, 5 Radio Street, Vladivostok; 690041, Russia (2) School of Natural Sciences, Far Eastern Federal University, Vladivostok; 690950, Russia (3) Department of Electronics, Vladivostok State University of Economics and Service, Vladivostok; 690600, Russia ","Kotlyar, V.G.(vasily@iacp.dvo.ru) ","Surface Science","Surf Sci","Elsevier B.V.","662","","6-11","August 1, 2017","2017","English","00396028","","10.1016/j.susc.2017.03.010","","SUSCAS","Journal article (JA)","We have used scanning tunneling microscopy (STM) and ab initio total-energy calculations to characterize surface and interfacial structure of Co-Si(111) system. It has been found experimentally that two different types of the (2×2) surface structures occur. The coexistence of two phases is demonstrated by the example of STM image of the surface formed at the early stages of cobalt silicide formation under moderate annealing temperatures (500 °C). The measured height difference between the adjacent (2×2) reconstructed patches equal to about 1.0 Å (as determined from the filled-state STM images). In addition, the shift of the atomic rows by half of the row spacing is observed. Two adatom models of the (2×2) surface structures are developed. According to our data, these structures are assigned to CaF2-type CoSi2and CsCl-type CoSi with a (2×2) array of Si adatoms on their surfaces. If the latter is the case, it has coherent double interface CoSi/CoSi2/Si(111) with a two-layer CoSi2. Both of these interfaces are characterized by the eightfold cobalt coordination and incorporate a grown-in stacking fault. © 2017 Elsevier B.V.","32","Surface reconstruction","Adatoms - Calculations - Cobalt - Scanning tunneling microscopy - Silicides - Surface structure","Ab initio total energy - Annealing temperatures - Atomic configuration - Atomic rows - Cobalt silicide - DFT calculation - Interface structures - Interfacial structures","549.3 Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals Nonferrous Metals and Alloys excluding Alkali and Alkaline Earth Metals - 804 Chemical Products GenerallyChemical Products Generally - 921 MathematicsMathematics - 931.1 MechanicsMechanics - 931.2 Physical Properties of Gases, Liquids and SolidsPhysical Properties of Gases, Liquids and Solids","Compendex","Compilation and indexing terms, Copyright 2017 Elsevier Inc.","Engineering Village"
